year,RegionName,population,median_value,gross_rent_total,median_income
2015,Bay City MI,106712.37142857148,92582.85714285714,672.2500000000003,45549.00000000002
2016,Bay City MI,106059.11428571433,94808.57142857143,651.7500000000002,45772.60000000002
2017,Bay City MI,105407.42857142861,97177.14285714287,643.7500000000001,46422.20000000002
2018,Bay City MI,104757.31428571432,99688.57142857146,648.25,47497.800000000025
2019,Bay City MI,104108.77142857148,102342.85714285719,665.2499999999999,48999.40000000003
2020,Bay City MI,103461.80000000006,105140.00000000006,694.7499999999997,50927.00000000004
2021,Bay City MI,102816.40000000007,108080.00000000009,736.7499999999994,53280.60000000005
2022,Bay City MI,102172.57142857151,111162.85714285726,791.2499999999992,56060.200000000055
2015,Bay City TX,36610.971428571436,94094.28571428571,651.7714285714285,40586.714285714304
2016,Bay City TX,36692.7142857143,97822.85714285716,710.5142857142857,42018.54285714287
2017,Bay City TX,36745.028571428586,102465.71428571432,763.8285714285715,43861.085714285735
2018,Bay City TX,36767.91428571431,108022.85714285719,811.7142857142858,46114.34285714289
2019,Bay City TX,36761.37142857146,114494.28571428575,854.1714285714287,48778.31428571434
2020,Bay City TX,36725.40000000003,121880.00000000004,891.2,51853.00000000008
2021,Bay City TX,36660.00000000004,130180.00000000003,922.8,55338.40000000011
2022,Bay City TX,36565.17142857148,139394.28571428574,948.9714285714283,59234.514285714446
2015,Beatrice NE,21836.314285714296,107828.57142857151,624.8571428571428,49521.14285714288
2016,Beatrice NE,21733.142857142866,108465.71428571435,640.7714285714286,50134.028571428586
2017,Beatrice NE,21656.685714285722,110231.42857142864,648.5428571428573,50947.05714285716
2018,Beatrice NE,21606.942857142865,113125.71428571436,648.1714285714289,51960.2285714286
2019,Beatrice NE,21583.91428571429,117148.57142857152,639.6571428571434,53173.54285714289
2020,Beatrice NE,21587.600000000002,122300.00000000013,623.0000000000007,54587.00000000006
2021,Beatrice NE,21618.0,128580.00000000019,598.200000000001,56200.600000000086
2022,Beatrice NE,21675.11428571428,135988.57142857168,565.257142857144,58014.34285714298
2015,Marion NC,44966.77142857146,98508.5714285714,579.2285714285713,36093.42857142858
2016,Marion NC,45004.71428571432,104465.71428571429,597.6857142857143,37283.285714285725
2017,Marion NC,45059.228571428604,109851.4285714286,615.5714285714286,38925.57142857144
2018,Marion NC,45130.314285714325,114665.71428571432,632.8857142857144,41020.285714285725
2019,Marion NC,45217.971428571465,118908.57142857148,649.6285714285715,43567.42857142859
2020,Marion NC,45322.20000000004,122580.00000000006,665.8000000000001,46567.000000000015
2021,Marion NC,45443.00000000005,125680.00000000004,681.4,50019.000000000015
2022,Marion NC,45580.37142857148,128208.57142857146,696.4285714285713,53923.42857142859
2015,Marion OH,65929.74285714288,96080.00000000004,692.4285714285717,43000.25714285716
2016,Marion OH,65654.62857142859,93920.00000000004,701.4857142857145,43563.571428571435
2017,Marion OH,65458.65714285717,94060.00000000004,710.9714285714289,44482.74285714286
2018,Marion OH,65341.828571428596,96500.00000000003,720.8857142857146,45757.77142857143
2019,Marion OH,65304.14285714288,101240.00000000003,731.2285714285717,47388.65714285715
2020,Marion OH,65345.60000000001,108280.00000000001,742.0000000000005,49375.40000000002
2021,Marion OH,65466.200000000004,117620.0,753.2000000000006,51718.000000000044
2022,Marion OH,65665.94285714286,129260.0,764.8285714285721,54416.45714285721
2015,Marquette MI,67592.34285714288,131277.1428571429,619.4999999999997,45475.97142857144
2016,Marquette MI,67389.0285714286,137711.42857142864,643.3,46686.7142857143
2017,Marquette MI,67169.85714285716,143602.85714285722,671.1,48495.028571428586
2018,Marquette MI,66934.82857142859,148951.42857142864,702.9,50900.914285714294
2019,Marquette MI,66683.94285714286,153757.14285714293,738.6999999999997,53904.37142857143
2020,Marquette MI,66417.2,158020.00000000006,778.4999999999993,57505.399999999994
2021,Marquette MI,66134.59999999999,161740.0,822.2999999999988,61703.999999999985
2022,Marquette MI,65836.14285714286,164917.14285714284,870.099999999998,66500.1714285714
2015,Marshall MN,25668.885714285712,133962.85714285722,603.7428571428571,51425.77142857145
2016,Marshall MN,25734.657142857144,133848.57142857148,614.0285714285715,52400.9142857143
2017,Marshall MN,25775.71428571429,136277.1428571429,628.4571428571429,53783.62857142859
2018,Marshall MN,25792.057142857153,141248.57142857148,647.0285714285715,55573.914285714316
2019,Marshall MN,25783.685714285726,148762.8571428572,669.7428571428572,57771.77142857148
2020,Marshall MN,25750.600000000017,158820.00000000006,696.6000000000001,60377.20000000008
2021,Marshall MN,25692.800000000017,171420.00000000012,727.6000000000001,63390.20000000011
2022,Marshall MN,25610.285714285736,186562.85714285728,762.7428571428572,66810.77142857158
2015,Marshall MO,23333.371428571434,89588.57142857145,646.2499999999995,40068.285714285725
2016,Marshall MO,23189.714285714286,92945.71428571432,631.7499999999997,40677.25714285716
2017,Marshall MO,23086.628571428573,96931.42857142861,625.7499999999998,41666.51428571431
2018,Marshall MO,23024.11428571429,101545.71428571432,628.2499999999998,43036.05714285717
2019,Marshall MO,23002.171428571444,106788.57142857146,639.2499999999997,44785.885714285745
2020,Marshall MO,23020.80000000003,112660.00000000003,658.7499999999994,46916.00000000003
2021,Marshall MO,23080.000000000047,119160.00000000003,686.7499999999991,49426.40000000004
2022,Marshall MO,23179.7714285715,126288.57142857145,723.2499999999986,52317.08571428575
2015,Marshall TX,66402.15000000002,112545.00000000001,700.5999999999998,45873.29999999999
2016,Marshall TX,66475.55000000003,110565.00000000003,722.2,46532.100000000006
2017,Marshall TX,66561.45000000004,114635.00000000006,747.8000000000003,48341.900000000016
2018,Marshall TX,66659.85000000006,124755.00000000009,777.4000000000008,51302.70000000004
2020,Marshall TX,66894.15000000013,163145.00000000023,848.600000000002,60677.300000000105
2021,Marshall TX,67030.05000000018,191415.00000000032,890.2000000000028,67091.10000000015
2022,Marshall TX,67178.45000000023,225735.0000000004,935.8000000000036,74655.9000000002
2015,Marshalltown IA,40958.45714285715,104502.85714285722,644.514285714286,53786.80000000005
2016,Marshalltown IA,40735.17142857143,104528.5714285715,656.5428571428574,53133.40000000002
2017,Marshalltown IA,40496.74285714286,104797.14285714293,668.2857142857146,53316.00000000002
2018,Marshalltown IA,40243.17142857144,105308.5714285715,679.7428571428574,54334.600000000035
2019,Marshalltown IA,39974.457142857165,106062.85714285722,690.9142857142858,56189.200000000055
2020,Marshalltown IA,39690.60000000005,107060.00000000009,701.8000000000001,58879.8000000001
2021,Marshalltown IA,39391.60000000007,108300.00000000009,712.4,62406.400000000154
2022,Marshalltown IA,39077.45714285725,109782.85714285725,722.7142857142856,66769.00000000023
2015,Martin TN,34404.371428571445,95182.85714285719,561.9714285714288,37366.799999999996
2016,Martin TN,34044.714285714304,95488.57142857146,573.7142857142859,37090.399999999994
2017,Martin TN,33777.62857142859,95937.1428571429,588.0285714285716,37420.0
2018,Martin TN,33603.114285714306,96528.57142857148,604.9142857142858,38355.600000000006
2019,Martin TN,33521.17142857144,97262.85714285723,624.3714285714286,39897.20000000002
2020,Martin TN,33531.80000000001,98140.00000000013,646.4000000000001,42044.80000000003
2021,Martin TN,33635.0,99160.00000000019,671.0000000000001,44798.40000000005
2022,Martin TN,33830.77142857142,100322.85714285739,698.1714285714287,48158.00000000007
2015,Martinsville VA,66216.08571428573,94560.00000000006,584.9714285714288,34266.51428571428
2016,Martinsville VA,65731.25714285715,94000.00000000003,589.5142857142858,34981.74285714286
2017,Martinsville VA,65225.71428571429,93540.00000000003,596.6285714285716,35711.685714285726
2018,Martinsville VA,64699.45714285716,93180.00000000003,606.3142857142858,36456.342857142874
2019,Martinsville VA,64152.48571428574,92920.00000000004,618.5714285714286,37215.7142857143
2020,Martinsville VA,63584.80000000005,92760.00000000007,633.3999999999997,37989.80000000001
2021,Martinsville VA,62996.400000000074,92700.00000000012,650.7999999999996,38778.6
2022,Martinsville VA,62387.28571428582,92740.00000000017,670.7714285714279,39582.11428571427
2015,Maryville MO,23203.142857142862,115619.99999999999,624.9428571428575,36071.05714285715
2016,Maryville MO,22983.628571428577,118299.99999999999,623.6285714285717,39338.97142857143
2017,Maryville MO,22768.25714285715,120979.99999999999,628.457142857143,41774.74285714286
2018,Maryville MO,22557.028571428582,123660.00000000001,639.4285714285717,43378.37142857144
2019,Maryville MO,22349.94285714287,126340.00000000006,656.5428571428574,44149.85714285715
2020,Maryville MO,22147.00000000001,129020.0000000001,679.8000000000003,44089.20000000001
2021,Maryville MO,21948.20000000001,131700.00000000017,709.2000000000004,43196.40000000001
2022,Maryville MO,21753.542857142867,134380.00000000026,744.7428571428577,41471.457142857165
2015,Mason City IA,51048.942857142865,111980.00000000003,606.2000000000002,46160.34285714284
2016,Mason City IA,50849.028571428586,114000.00000000003,637.8000000000002,48482.62857142856
2017,Mason City IA,50654.25714285716,116920.00000000003,664.4000000000002,50659.05714285714
2018,Mason City IA,50464.62857142859,120740.00000000004,686.0000000000003,52689.62857142857
2019,Mason City IA,50280.14285714289,125460.00000000007,702.6000000000004,54574.34285714285
2020,Mason City IA,50100.80000000005,131080.00000000012,714.2000000000005,56313.19999999998
2021,Mason City IA,49926.600000000064,137600.00000000017,720.8000000000005,57906.19999999996
2022,Mason City IA,49757.542857142944,145020.00000000023,722.4000000000007,59353.342857142794
2015,Mayagüez PR,101022.68571428578,102397.14285714287,385.5714285714286,15926.6
2016,Mayagüez PR,97024.45714285718,102731.4285714286,398.11428571428587,15716.6
2017,Mayagüez PR,95273.51428571431,101722.85714285717,407.2285714285716,15502.600000000004
2018,Mayagüez PR,95769.85714285719,99371.42857142861,412.9142857142858,15284.600000000006
2019,Mayagüez PR,98513.48571428578,95677.14285714288,415.17142857142863,15062.60000000001
2020,Mayagüez PR,103504.40000000011,90640.00000000001,413.9999999999999,14836.600000000013
2021,Mayagüez PR,110742.60000000018,84260.0,409.3999999999997,14606.600000000017
2022,Mayagüez PR,120228.08571428597,76537.14285714284,401.371428571428,14372.600000000022
2015,Mayfield KY,37499.14285714287,93188.57142857148,567.9428571428572,39736.82857142859
2016,Mayfield KY,37373.628571428584,93765.71428571435,606.6285714285716,39804.48571428573
2017,Mayfield KY,37292.257142857154,95771.42857142862,632.4571428571431,40518.57142857144
2018,Mayfield KY,37255.028571428586,99205.71428571433,645.4285714285718,41879.08571428573
2019,Mayfield KY,37261.94285714288,104068.57142857148,645.5428571428574,43886.028571428586
2020,Mayfield KY,37313.00000000003,110360.00000000003,632.8000000000001,46539.400000000016
2021,Mayfield KY,37408.20000000004,118080.00000000001,607.1999999999998,49839.20000000002
2022,Mayfield KY,37547.542857142915,127228.57142857142,568.7428571428568,53785.428571428594
2015,Maysville KY,17294.48571428572,101480.00000000006,542.457142857143,38596.31428571431
2016,Maysville KY,17228.657142857148,104860.00000000004,561.1714285714287,39713.54285714288
2017,Maysville KY,17177.11428571429,111140.00000000004,587.7428571428572,41146.48571428573
2018,Maysville KY,17139.857142857152,120320.00000000006,622.1714285714288,42895.14285714288
2019,Maysville KY,17116.885714285723,132400.0000000001,664.4571428571433,44959.5142857143
2020,Maysville KY,17108.20000000001,147380.00000000015,714.6000000000007,47339.60000000002
2021,Maysville KY,17113.80000000001,165260.00000000023,772.600000000001,50035.40000000002
2022,Maysville KY,17133.685714285726,186040.0000000003,838.4571428571443,53046.91428571431
2015,McAlester OK,44916.77142857146,94685.71428571423,670.0571428571429,42601.82857142859
2016,McAlester OK,44761.31428571431,96217.14285714283,679.3714285714286,43641.285714285725
2017,McAlester OK,44583.428571428594,98734.28571428571,690.5428571428572,44665.17142857144
2018,McAlester OK,44383.11428571431,102237.14285714287,703.5714285714287,45673.48571428573
2019,McAlester OK,44160.37142857145,106725.71428571429,718.457142857143,46666.2285714286
2020,McAlester OK,43915.200000000026,112200.0,735.2000000000003,47643.40000000003
2021,McAlester OK,43647.600000000035,118660.0,753.8000000000004,48605.00000000004
2022,McAlester OK,43357.571428571464,126105.71428571426,774.2571428571433,49551.028571428615
2015,McAllen TX,818591.4000000005,79482.85714285717,660.2571428571431,34852.828571428574
2016,McAllen TX,829606.2000000004,80808.57142857145,678.9714285714289,35935.485714285714
2017,McAllen TX,839476.0000000005,82477.14285714287,697.5428571428575,37147.57142857143
2018,McAllen TX,848200.8000000005,84488.57142857145,715.971428571429,38489.08571428572
2019,McAllen TX,855780.6000000006,86842.85714285716,734.2571428571432,39960.028571428586
2020,McAllen TX,862215.4000000005,89540.0,752.4000000000002,41560.40000000002
2021,McAllen TX,867505.2000000007,92580.0,770.4000000000001,43290.200000000026
2022,McAllen TX,871650.0000000007,95962.85714285714,788.2571428571428,45149.428571428616
2015,McComb MS,51845.82857142856,80731.42857142862,619.4000000000002,31356.514285714322
2016,McComb MS,54401.48571428572,81834.28571428574,625.4000000000001,30811.142857142884
2017,McComb MS,53440.57142857144,84508.57142857145,643.4000000000001,30708.485714285736
2018,McComb MS,48963.08571428572,88754.28571428575,673.4000000000001,31048.54285714288
2019,McComb MS,40969.02857142855,94571.42857142862,715.4000000000001,31831.31428571431
2020,McComb MS,29458.399999999943,101960.00000000009,769.4000000000002,33056.80000000003
2021,McComb MS,14431.199999999888,110920.00000000012,835.4000000000003,34725.000000000044
2022,McComb MS,-4112.571428571609,121451.42857142875,913.4000000000005,36835.91428571434
2015,McMinnville TN,40016.05714285715,97588.5714285714,576.5,35639.02857142858
2016,McMinnville TN,40090.17142857144,102645.71428571428,598.1000000000001,35754.68571428572
2017,McMinnville TN,40230.14285714287,106731.42857142858,615.7000000000002,36657.77142857143
2018,McMinnville TN,40435.971428571436,109845.71428571432,629.3000000000001,38348.285714285725
2019,McMinnville TN,40707.65714285714,111988.57142857151,638.8999999999999,40826.22857142858
2020,McMinnville TN,41045.19999999998,113160.00000000013,644.4999999999995,44091.60000000001
2021,McMinnville TN,41448.59999999996,113360.0000000002,646.0999999999992,48144.40000000001
2022,McMinnville TN,41917.85714285708,112588.5714285717,643.6999999999987,52984.628571428584
2015,McPherson KS,29298.94285714286,133445.71428571435,598.25,56246.257142857154
2016,McPherson KS,29052.828571428574,137277.14285714293,661.55,56509.37142857143
2017,McPherson KS,28843.85714285715,141594.28571428577,707.3499999999999,57057.34285714286
2018,McPherson KS,28672.028571428575,146397.14285714293,735.6499999999999,57890.17142857144
2019,McPherson KS,28537.342857142863,151685.71428571435,746.4499999999997,59007.85714285717
2020,McPherson KS,28439.800000000007,157460.00000000006,739.7499999999993,60410.40000000005
2021,McPherson KS,28379.400000000005,163720.00000000003,715.549999999999,62097.80000000008
2022,McPherson KS,28356.142857142866,170465.7142857143,673.8499999999987,64070.05714285727
2015,Meadville PA,87328.85714285719,104845.71428571438,617.8857142857148,44466.77142857146
2016,Meadville PA,87093.17142857147,106517.14285714296,636.4571428571433,45828.11428571431
2017,Meadville PA,86733.3428571429,108474.2857142858,650.314285714286,47279.0285714286
2018,Meadville PA,86249.37142857147,110717.14285714293,659.4571428571431,48819.51428571433
2019,Meadville PA,85641.2571428572,113245.71428571435,663.8857142857146,50449.571428571486
2020,Meadville PA,84909.00000000006,116060.00000000006,663.6000000000005,52169.200000000084
2021,Meadville PA,84052.6000000001,119160.00000000004,658.6000000000006,53978.400000000125
2022,Meadville PA,83072.05714285726,122545.7142857143,648.8857142857152,55877.1714285716
2015,Medford OR,208562.1142857144,216894.28571428577,883.914285714286,44053.48571428573
2016,Medford OR,210421.34285714288,226882.85714285722,901.1428571428572,46314.657142857155
2017,Medford OR,212359.28571428577,240985.71428571438,925.0857142857143,48620.114285714306
2018,Medford OR,214375.94285714297,259202.85714285722,955.7428571428572,50969.857142857174
2019,Medford OR,216471.3142857146,281534.2857142858,993.1142857142861,53363.88571428575
2020,Medford OR,218645.40000000055,307980.0000000001,1037.2000000000007,55802.200000000055
2021,Medford OR,220898.20000000086,338540.0000000001,1088.0000000000011,58284.800000000076
2022,Medford OR,223229.71428571554,373214.28571428586,1145.5142857142876,60811.68571428581
2015,Memphis TN,1339405.9142857145,133340.00000000006,848.3428571428576,47521.77142857145
2016,Memphis TN,1343055.942857143,134760.00000000006,864.2285714285717,48671.314285714296
2017,Memphis TN,1344487.685714286,138380.00000000006,883.2571428571431,49996.42857142858
2018,Memphis TN,1343701.1428571432,144200.00000000006,905.4285714285718,51497.114285714306
2019,Memphis TN,1340696.3142857149,152220.00000000006,930.7428571428578,53173.37142857147
2020,Memphis TN,1335473.2000000011,162440.0000000001,959.2000000000011,55025.20000000007
2021,Memphis TN,1328031.8000000014,174860.00000000012,990.8000000000017,57052.60000000011
2022,Memphis TN,1318372.1142857163,189480.00000000015,1025.5428571428595,59255.57142857158
2015,Menomonie WI,44201.94285714288,153477.14285714284,719.8571428571432,49734.428571428616
2016,Menomonie WI,44236.22857142859,154771.42857142855,729.1714285714289,52007.88571428576
2017,Menomonie WI,44337.65714285717,157222.85714285716,745.3428571428574,54263.771428571476
2018,Menomonie WI,44506.2285714286,160831.4285714286,768.3714285714289,56502.08571428576
2019,Menomonie WI,44741.94285714289,165597.14285714296,798.2571428571431,58722.8285714286
2020,Menomonie WI,45044.80000000004,171520.00000000015,835.0000000000002,60926.00000000001
2021,Menomonie WI,45414.800000000054,178600.0000000002,878.6000000000004,63111.599999999984
2022,Menomonie WI,45851.94285714292,186837.14285714313,929.0571428571432,65279.628571428526
2015,Merced CA,263772.7142857143,159011.42857142867,868.4857142857143,42492.914285714294
2016,Merced CA,265319.9428571429,175774.2857142858,893.2571428571429,44222.54285714287
2017,Merced CA,267106.8857142858,197408.57142857154,927.3142857142859,46675.88571428573
2018,Merced CA,269133.5428571429,223914.28571428583,970.6571428571431,49852.94285714287
2019,Merced CA,271399.9142857144,255291.4285714287,1023.2857142857147,53753.714285714304
2020,Merced CA,273906.0000000001,291540.0000000001,1085.2000000000005,58378.20000000001
2021,Merced CA,276651.80000000005,332660.0000000002,1156.4000000000005,63726.40000000001
2022,Merced CA,279637.3142857143,378651.42857142875,1236.885714285715,69798.3142857143
2015,Meridian MS,106418.31428571432,81520.00000000001,667.1428571428575,36194.7142857143
2016,Meridian MS,105510.54285714291,82340.00000000001,669.2285714285717,37267.94285714287
2017,Meridian MS,104472.48571428577,83860.00000000001,679.4571428571431,38460.88571428573
2018,Meridian MS,103304.14285714291,86080.00000000003,697.8285714285718,39773.542857142886
2019,Meridian MS,102005.51428571434,89000.00000000003,724.3428571428574,41205.91428571432
2020,Meridian MS,100576.60000000005,92620.00000000004,759.0000000000002,42758.00000000005
2021,Meridian MS,99017.40000000004,96940.00000000006,801.8000000000002,44429.80000000007
2022,Meridian MS,97327.91428571432,101960.00000000007,852.7428571428572,46221.314285714376
2015,Merrill WI,28290.649999999998,132765.00000000006,616.6500000000002,49741.95
2016,Merrill WI,28157.050000000007,133705.00000000006,618.0500000000003,52158.15000000001
2017,Merrill WI,28007.95000000001,135995.0000000001,628.9500000000004,54265.850000000035
2018,Merrill WI,27843.350000000017,139635.00000000006,649.3500000000005,56065.05000000006
2020,Merrill WI,27467.650000000012,150965.00000000003,718.6500000000004,58737.95000000011
2021,Merrill WI,27256.550000000007,158655.0,767.5500000000004,59611.650000000154
2022,Merrill WI,27029.95,167694.99999999997,825.9500000000003,60176.850000000195
2015,Mobile AL,415602.45714285696,122460.00000000009,784.8571428571431,43717.600000000006
2016,Mobile AL,412018.77142857143,123320.00000000006,807.7714285714289,44566.00000000001
2017,Mobile AL,413035.9428571429,124680.00000000006,826.5428571428575,45441.40000000001
2018,Mobile AL,418653.9714285715,126540.00000000006,841.171428571429,46343.80000000002
2019,Mobile AL,428872.85714285716,128900.00000000009,851.6571428571432,47273.20000000003
2020,Mobile AL,443692.59999999986,131760.00000000012,858.0000000000001,48229.60000000005
2021,Mobile AL,463113.1999999997,135120.00000000017,860.1999999999998,49213.000000000065
2022,Mobile AL,487134.6571428566,138980.00000000023,858.2571428571423,50223.40000000008
2015,Modesto CA,527127.1714285718,189694.28571428577,986.4857142857146,50016.88571428572
2016,Modesto CA,531189.7142857144,218022.8571428572,1010.6571428571432,51820.85714285716
2017,Modesto CA,535236.8285714287,244665.71428571432,1047.114285714286,54219.114285714306
2018,Modesto CA,539268.5142857144,269622.85714285716,1095.8571428571431,57211.65714285716
2019,Modesto CA,543284.7714285717,292894.28571428574,1156.8857142857141,60798.485714285736
2020,Modesto CA,547285.6000000004,314480.0,1230.1999999999996,64979.60000000002
2021,Modesto CA,551271.0000000007,334380.0,1315.799999999999,69755.00000000001
2022,Modesto CA,555240.9714285725,352594.28571428574,1413.6857142857127,75124.68571428572
2015,Monroe LA,180508.4285714287,116908.57142857143,670.5428571428571,37015.82857142858
2016,Monroe LA,175186.48571428578,123985.71428571432,697.2285714285714,38989.485714285736
2017,Monroe LA,176745.97142857147,128391.42857142862,718.0571428571429,40218.57142857146
2018,Monroe LA,185186.88571428577,130125.71428571433,733.0285714285715,40703.08571428574
2019,Monroe LA,200509.22857142866,129188.57142857148,742.1428571428571,40443.0285714286
2020,Monroe LA,222713.00000000012,125580.00000000006,745.4,39438.40000000002
2021,Monroe LA,251798.20000000024,119300.00000000004,742.8,37689.20000000001
2022,Monroe LA,287764.8285714289,110348.57142857145,734.3428571428569,35195.42857142858
2015,Monroe MI,150424.2857142857,136708.57142857148,784.1428571428578,55387.342857142845
2016,Monroe MI,149948.45714285714,142685.71428571432,784.6285714285721,57522.22857142858
2017,Monroe MI,149678.9142857143,148891.4285714286,793.2571428571434,59410.25714285716
2018,Monroe MI,149615.65714285715,155325.71428571435,810.0285714285719,61051.42857142858
2019,Monroe MI,149758.68571428573,161988.57142857157,834.9428571428575,62445.74285714284
2020,Monroe MI,150108.0,168880.0000000002,868.0000000000002,63593.19999999994
2021,Monroe MI,150663.59999999998,176000.0000000003,909.2000000000002,64493.79999999988
2022,Monroe MI,151425.48571428566,183348.57142857183,958.5428571428572,65147.54285714266
2015,Montgomery AL,374817.62857142865,129085.71428571426,813.1142857142859,46450.54285714287
2016,Montgomery AL,374034.08571428584,130517.14285714283,829.9428571428575,47722.62857142859
2017,Montgomery AL,373571.9714285716,133134.28571428568,849.4857142857147,49197.85714285717
2018,Montgomery AL,373431.2857142859,136937.14285714287,871.7428571428577,50876.22857142859
2019,Montgomery AL,373612.02857142873,141925.71428571432,896.7142857142862,52757.74285714287
2020,Montgomery AL,374114.2000000002,148100.0000000001,924.4000000000005,54842.40000000001
2021,Montgomery AL,374937.80000000016,155460.00000000015,954.8000000000004,57130.2
2022,Montgomery AL,376082.8285714287,164005.7142857145,987.9142857142859,59621.14285714284
2015,Montrose CO,41241.171428571455,191597.14285714296,781.7499999999997,43875.14285714287
2016,Montrose CO,40133.91428571431,192511.42857142864,800.05,43975.42857142859
2017,Montrose CO,40547.22857142859,200682.8571428572,828.85,45351.85714285716
2018,Montrose CO,42481.1142857143,216111.42857142864,868.15,48004.42857142859
2019,Montrose CO,45935.57142857145,238797.142857143,917.9499999999998,51933.14285714287
2020,Montrose CO,50910.60000000002,268740.00000000023,978.2499999999994,57138.00000000001
2021,Montrose CO,57406.20000000003,305940.00000000035,1049.0499999999988,63618.99999999999
2022,Montrose CO,65422.37142857148,350397.1428571434,1130.3499999999983,71376.14285714284
2015,Morehead City NC,68240.40000000002,196825.71428571438,796.3142857142858,48635.65714285718
2016,Morehead City NC,68502.60000000002,196837.1428571429,839.7428571428574,50100.171428571455
2017,Morehead City NC,68727.80000000002,199834.28571428577,871.8857142857146,52008.542857142886
2018,Morehead City NC,68916.00000000001,205817.14285714293,892.7428571428576,54360.77142857146
2019,Morehead City NC,69067.20000000001,214785.7142857144,902.3142857142861,57156.857142857196
2020,Morehead City NC,69181.40000000001,226740.0000000002,900.6000000000005,60396.800000000076
2021,Morehead City NC,69258.6,241680.00000000032,887.6000000000005,64080.60000000011
2022,Morehead City NC,69298.8,259605.71428571476,863.3142857142861,68208.2571428573
2015,Mexico MO,25801.514285714286,91551.4285714286,615.9714285714286,41136.857142857145
2016,Mexico MO,25819.34285714286,94034.28571428575,626.514285714286,42480.37142857144
2017,Mexico MO,25797.885714285716,95988.57142857148,635.6285714285717,43443.742857142875
2018,Mexico MO,25737.142857142862,97414.28571428577,643.314285714286,44026.97142857144
2019,Mexico MO,25637.11428571429,98311.42857142861,649.5714285714289,44230.057142857164
2020,Mexico MO,25497.800000000007,98679.99999999999,654.4000000000002,44053.000000000015
2021,Mexico MO,25319.200000000008,98519.99999999994,657.8000000000002,43495.80000000002
2022,Mexico MO,25101.314285714292,97831.42857142843,659.7714285714286,42558.45714285715
2015,Miami OK,32119.714285714297,82337.14285714288,626.2285714285713,36281.65714285715
2016,Miami OK,31939.342857142867,82971.4285714286,647.6857142857142,37332.97142857143
2017,Miami OK,31764.685714285722,83862.85714285716,663.5714285714286,38282.14285714286
2018,Miami OK,31595.742857142868,85011.4285714286,673.8857142857144,39129.17142857144
2019,Miami OK,31432.514285714304,86417.14285714288,678.6285714285715,39874.057142857164
2020,Miami OK,31275.000000000025,88080.00000000004,677.8000000000001,40516.80000000004
2021,Miami OK,31123.200000000037,90000.00000000006,671.4000000000001,41057.40000000006
2022,Miami OK,30977.114285714335,92177.14285714293,659.4285714285714,41495.85714285723
2015,Miami-Fort Lauderdale FL,5854042.428571427,197468.57142857154,1147.8571428571433,48729.34285714285
2016,Miami-Fort Lauderdale FL,5943121.685714286,216485.71428571438,1184.1714285714293,50062.62857142857
2017,Miami-Fort Lauderdale FL,6013035.371428572,236731.42857142864,1232.3428571428578,51856.05714285714
2018,Miami-Fort Lauderdale FL,6063783.485714287,258205.71428571435,1292.371428571429,54109.628571428584
2019,Miami-Fort Lauderdale FL,6095366.028571429,280908.5714285715,1364.2571428571432,56823.34285714289
2020,Miami-Fort Lauderdale FL,6107782.999999999,304840.0000000001,1448.0,59997.200000000055
2021,Miami-Fort Lauderdale FL,6101034.399999998,330000.0000000001,1543.5999999999995,63631.20000000009
2022,Miami-Fort Lauderdale FL,6075120.228571424,356388.5714285716,1651.0571428571416,67725.34285714298
2015,Michigan City-La Porte IN,111251.48571428574,123280.00000000006,700.2000000000003,46920.657142857184
2016,Michigan City-La Porte IN,111058.25714285718,124040.00000000004,713.6000000000003,48153.171428571455
2017,Michigan City-La Porte IN,110814.31428571431,125800.00000000004,726.0000000000002,49664.54285714288
2018,Michigan City-La Porte IN,110519.65714285716,128560.00000000006,737.4000000000002,51454.77142857146
2019,Michigan City-La Porte IN,110174.2857142857,132320.0000000001,747.8000000000002,53523.857142857196
2020,Michigan City-La Porte IN,109778.19999999994,137080.00000000015,757.2,55871.80000000009
2021,Michigan City-La Porte IN,109331.39999999989,142840.0000000002,765.6,58498.60000000014
2022,Michigan City-La Porte IN,108833.88571428554,149600.0000000003,773.0,61404.257142857336
2015,Middlesborough KY,27930.285714285736,60351.42857142858,479.0285714285715,22404.628571428577
2016,Middlesborough KY,27718.25714285716,59834.28571428573,487.48571428571444,22712.28571428572
2017,Middlesborough KY,27460.5142857143,59588.57142857145,497.37142857142874,23460.371428571438
2018,Middlesborough KY,27157.057142857157,59614.28571428573,508.6857142857145,24648.885714285723
2019,Middlesborough KY,26807.885714285723,59911.42857142858,521.4285714285716,26277.828571428585
2020,Middlesborough KY,26413.00000000001,60480.0,535.6000000000001,28347.20000000002
2021,Middlesborough KY,25972.40000000001,61319.99999999998,551.2,30857.000000000025
2022,Middlesborough KY,25486.085714285724,62431.42857142852,568.2285714285714,33807.228571428604
2015,Midland MI,83629.37142857148,131005.71428571435,732.514285714286,53990.457142857165
2016,Midland MI,83551.71428571433,131377.14285714293,736.7428571428575,55071.77142857145
2017,Midland MI,83478.62857142864,133334.28571428577,744.6857142857147,56868.94285714287
2018,Midland MI,83410.11428571437,136877.1428571429,756.3428571428575,59381.97142857144
2019,Midland MI,83346.17142857153,142005.71428571432,771.7142857142861,62610.85714285716
2020,Midland MI,83286.80000000013,148720.0,790.8000000000003,66555.60000000002
